PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,FacilityInspireId,facilityName,city,Longitude,Latitude,addressConfidentialityReason,Pollutant,transfers,confidentialityReason
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Zinc and compounds (as Zn),6.3416,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,Copper and compounds (as Cu),0.585,
2026/02/13,Denmark,2023,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106349.FACILITY,Danish Crown A/S - Rønne,Rønne,14.703829500060491,55.11227135528969,,Total organic carbon(as total C or COD/3) (TOC),161000.0,
2026/02/13,Denmark,2007,4.0,Chemical industry,4(a),DK.EEA/4391.FACILITY,Novozymes A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Chlorides (as total Cl),2160000.0,
2026/02/13,Denmark,2007,4.0,Chemical industry,4(a),DK.EEA/4424.FACILITY,Novozymes A/S,Frederiksberg,12.5346209335179,55.6960836149784,,Total organic carbon(as total C or COD/3) (TOC),57000.0,
2026/02/13,Denmark,2007,4.0,Chemical industry,4(e),DK.EEA/4418.FACILITY,Novo Nordisk A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Total organic carbon(as total C or COD/3) (TOC),162000.0,
2026/02/13,Denmark,2007,5.0,Waste and wastewater management,5(e),DK.EEA/1721.FACILITY,FF SKAGEN A/S,Skagen              ,10.5955005553217,57.7194390200987,,Total nitrogen,68000.0,
2026/02/13,Denmark,2007,5.0,Waste and wastewater management,5(e),DK.EEA/6132.FACILITY,TRIPLENINE FISH PROTEIN A.M.B.A.,Esbjerg             ,8.42259035000174,55.4784636990609,,Total organic carbon(as total C or COD/3) (TOC),143000.0,
2026/02/13,Denmark,2007,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106355.FACILITY,Danish Crown A/S - Ringsted,Ringsted,11.798536535149484,55.42927762726208,,Total nitrogen,149000.0,
2026/02/13,Denmark,2007,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000095954.FACILITY,Arla Foods Amba Bislev Mejeri,Nibe,9.60993864476372,56.94164421098784,,Total organic carbon(as total C or COD/3) (TOC),120000.0,
2026/02/13,Denmark,2007,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.EEA/415.FACILITY,Arla Foods Amba Holstebro Flødeost,Holstebro,8.62240201566713,56.3837658098391,,Total organic carbon(as total C or COD/3) (TOC),148000.0,
2026/02/13,Denmark,2008,1.0,Energy sector,1(a),DK.CAED/000112739.FACILITY,Crossbridge Energy Fredericia A/S,Fredericia,9.7524233697535,55.5912278550192,,Phenols (as total C),200.0,
2026/02/13,Denmark,2008,4.0,Chemical industry,4(e),DK.CAED/000106228.FACILITY,Novo Nordisk A/S Bagsværd,Bagsværd,12.455185160613674,55.75455486519827,,Total phosphorus,5200.0,
2026/02/13,Denmark,2008,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106360.FACILITY,Danish Crown A/S - Sæby,Sæby,10.512725245811836,57.33122459751371,,Total nitrogen,151000.0,
2026/02/13,Denmark,2008,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000101004.FACILITY,Arla Foods Amba Taulov Mejeri,Fredericia,9.644718891387914,55.53611999660714,,Total phosphorus,26000.0,
2026/02/13,Denmark,2009,,,,DK.CAED/000106452.FACILITY,Novozymes Bagsværd,Bagsværd,12.455850237989024,55.75345022785023,,Total organic carbon(as total C or COD/3) (TOC),79300.0,
2026/02/13,Denmark,2009,,,,DK.CAED/000106455.FACILITY,Novozymes A/S Hillerødgade,København N,12.534338938310867,55.69696779631953,,Total nitrogen,80000.0,
2026/02/13,Denmark,2009,4.0,Chemical industry,4(a),DK.EEA/959.FACILITY,CHR HANSEN A/S,Hvidovre            ,12.4932044907453,55.610717683785,,Total organic carbon(as total C or COD/3) (TOC),54000.0,
2026/02/13,Denmark,2009,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/6844.FACILITY,ROYAL UNIBREW A/S,Faxe,12.1152597003955,55.2595447602814,,Total organic carbon(as total C or COD/3) (TOC),8040000.0,
2026/02/13,Denmark,2009,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000100861.FACILITY,Arla Foods Amba Holstebro Mejeri,Holstebro,8.622084500915193,56.381060163596274,,Total organic carbon(as total C or COD/3) (TOC),134000.0,
2026/02/13,Denmark,2010,4.0,Chemical industry,4(e),DK.EEA/4418.FACILITY,Novo Nordisk A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Total organic carbon(as total C or COD/3) (TOC),72700.0,
2026/02/13,Denmark,2010,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106355.FACILITY,Danish Crown A/S - Ringsted,Ringsted,11.798536535149484,55.42927762726208,,Total nitrogen,123000.0,
2026/02/13,Denmark,2011,1.0,Energy sector,1(a),DK.CAED/000112739.FACILITY,Crossbridge Energy Fredericia A/S,Fredericia,9.7524233697535,55.5912278550192,,Phenols (as total C),300.0,
2026/02/13,Denmark,2011,5.0,Waste and wastewater management,5(d),DK.CAED/000106215.FACILITY,Feltengård Losseplads,Hadsten,10.044083456423309,56.36013347221055,,Di-(2-ethyl hexyl) phthalate (DEHP),1.1,
2026/02/13,Denmark,2011,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000101004.FACILITY,Arla Foods Amba Taulov Mejeri,Fredericia,9.644718891387914,55.53611999660714,,Total phosphorus,13000.0,
2026/02/13,Denmark,2012,,,,DK.CAED/000106452.FACILITY,Novozymes Bagsværd,Bagsværd,12.455850237989024,55.75345022785023,,Total organic carbon(as total C or COD/3) (TOC),64200.0,
2026/02/13,Denmark,2012,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000100861.FACILITY,Arla Foods Amba Holstebro Mejeri,Holstebro,8.622084500915193,56.381060163596274,,Total organic carbon(as total C or COD/3) (TOC),177000.0,
2026/02/13,Denmark,2013,4.0,Chemical industry,4(e),DK.EEA/4418.FACILITY,Novo Nordisk A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Total organic carbon(as total C or COD/3) (TOC),109000.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106355.FACILITY,Danish Crown A/S - Ringsted,Ringsted,11.798536535149484,55.42927762726208,,Total nitrogen,160000.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/1561.FACILITY,SKAGERAK PELAGIC A/S,Skagen              ,10.6010144278465,57.7230169073211,,Total organic carbon(as total C or COD/3) (TOC),95600.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000095954.FACILITY,Arla Foods Amba Bislev Mejeri,Nibe,9.60993864476372,56.94164421098784,,Total organic carbon(as total C or COD/3) (TOC),74300.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000099498.FACILITY,Arla Foods Amba Slagelse Mejericenter,Slagelse,11.32950445080781,55.39713544292277,,Total organic carbon(as total C or COD/3) (TOC),272000.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.EEA/415.FACILITY,Arla Foods Amba Holstebro Flødeost,Holstebro,8.62240201566713,56.3837658098391,,Total organic carbon(as total C or COD/3) (TOC),89000.0,
2026/02/13,Denmark,2014,4.0,Chemical industry,4(e),DK.CAED/000106228.FACILITY,Novo Nordisk A/S Bagsværd,Bagsværd,12.455185160613674,55.75455486519827,,Total phosphorus,5900.0,
2026/02/13,Denmark,2014,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000106366.FACILITY,AAK Denmark A/S,Aarhus C,10.213251446846336,56.14536640895758,,Total organic carbon(as total C or COD/3) (TOC),644000.0,
2026/02/13,Denmark,2014,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000101004.FACILITY,Arla Foods Amba Taulov Mejeri,Fredericia,9.644718891387914,55.53611999660714,,Total phosphorus,33000.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/6146.FACILITY,Carlsberg Danmark A/S             Tuborg FB/Terminal Vest/Fredericia,Fredericia          ,9.72853900268673,55.5846797169089,,Total organic carbon(as total C or COD/3) (TOC),1480000.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061900.FACILITY,Arla Foods Amba Brabrand Mejeri,Brabrand,10.14519296876434,56.14618211207864,,Total organic carbon(as total C or COD/3) (TOC),158000.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000100861.FACILITY,Arla Foods Amba Holstebro Mejeri,Holstebro,8.622084500915193,56.381060163596274,,Total organic carbon(as total C or COD/3) (TOC),286000.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000095492.FACILITY,Danish Crown A/S - Skærbæk,Skærbæk,8.776351434386102,55.15571247945213,,Total organic carbon(as total C or COD/3) (TOC),63100.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000101006.FACILITY,TripleNine Thyborøn A/S,Thyborøn,8.219700651475529,56.69904949260843,,Total nitrogen,155000.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061903.FACILITY,Arla Foods Amba Esbjerg Mejeri,Esbjerg Ø,8.473855296298131,55.48828351491343,,Total organic carbon(as total C or COD/3) (TOC),244000.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000099498.FACILITY,Arla Foods Amba Slagelse Mejericenter,Slagelse,11.32950445080781,55.39713544292277,,Total organic carbon(as total C or COD/3) (TOC),207000.0,
2026/02/13,Denmark,2017,,,,DK.CAED/000086518.FACILITY,Alfa Laval Nakskov A/S,Nakskov,11.159884159978532,54.82772792601696,,Total organic carbon(as total C or COD/3) (TOC),135000.0,
2026/02/13,Denmark,2017,4.0,Chemical industry,4(e),DK.CAED/000105247.FACILITY,AGC BIOLOGICS A/S,Søborg,12.478373452338078,55.73507381939273,,Octylphenols and Octylphenol ethoxylates,5.6,
2026/02/13,Denmark,2017,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,Di-(2-ethyl hexyl) phthalate (DEHP),8.5,
2026/02/13,Denmark,2017,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106345.FACILITY,Danish Crown A/S - Herning,Herning,8.982234602012426,56.13338212441042,,Total organic carbon(as total C or COD/3) (TOC),641000.0,
2026/02/13,Denmark,2017,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000106366.FACILITY,AAK Denmark A/S,Aarhus C,10.213251446846336,56.14536640895758,,Total organic carbon(as total C or COD/3) (TOC),622000.0,
2026/02/13,Denmark,2017,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000101004.FACILITY,Arla Foods Amba Taulov Mejeri,Fredericia,9.644718891387914,55.53611999660714,,Total phosphorus,43400.0,
2026/02/13,Denmark,2018,2.0,Production and processing of metals,2(f),DK.CAED/000066394.FACILITY,MIDTJYDSK FORNIKLING OG FORCHROMNING A/S,Randers SV,10.045498205508666,56.42894623548368,,Chromium and compounds (as Cr),1.0,
2026/02/13,Denmark,2018,2.0,Production and processing of metals,2(f),DK.CAED/000098004.FACILITY,MIDTJYDSK FORNIKLING OG FORCHROMNING A/S,Herning,8.932320708357624,56.12642054861472,,Copper and compounds (as Cu),0.2,
2026/02/13,Denmark,2018,4.0,Chemical industry,4(e),DK.CAED/000082879.FACILITY,"LEO PHARMA A/S, Esbjerg",Esbjerg Ø,8.493504921856747,55.45760001487737,,Total nitrogen,7081.0,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(b),DK.CAED/000096764.FACILITY,"I/S Vestforbrænding, Glostrup",Glostrup,12.42220219858454,55.706479905675614,,Copper and compounds (as Cu),0.34,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(b),DK.CAED/000105690.FACILITY,I/S Argo – Roskilde Kraftvarmeværk,Roskilde,12.121064458687345,55.6409004570574,,Chromium and compounds (as Cr),0.11,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(b),DK.CAED/000105690.FACILITY,I/S Argo – Roskilde Kraftvarmeværk,Roskilde,12.121064458687345,55.6409004570574,,Copper and compounds (as Cu),0.86,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(b),DK.CAED/000105690.FACILITY,I/S Argo – Roskilde Kraftvarmeværk,Roskilde,12.121064458687345,55.6409004570574,,Lead and compounds (as Pb),0.08,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,Cadmium and compounds (as Cd),0.034,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(d),DK.CAED/000104577.FACILITY,Miljøanlæg Ravnshøj,Frederikshavn,10.447359696919843,57.45071755373301,,Di-(2-ethyl hexyl) phthalate (DEHP),0.76,
2026/02/13,Denmark,2018,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,Mercury and compounds (as Hg),0.02,
2026/02/13,Denmark,2018,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,Zinc and compounds (as Zn),0.43,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Total nitrogen,388571.0,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057523.FACILITY,Nørager Mejeri A/S,Nørager,9.622449239477628,56.71033760431373,,Total organic carbon(as total C or COD/3) (TOC),70.32,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061900.FACILITY,Arla Foods Amba Brabrand Mejeri,Brabrand,10.14519296876434,56.14618211207864,,Total organic carbon(as total C or COD/3) (TOC),190706.0,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000100861.FACILITY,Arla Foods Amba Holstebro Mejeri,Holstebro,8.622084500915193,56.381060163596274,,Total organic carbon(as total C or COD/3) (TOC),233658.0,
2026/02/13,Denmark,2019,1.0,Energy sector,1(c),DK.CAED/000082980.FACILITY,Verdo Produktion A/S,Randers NØ,10.04739991097117,56.45801425221483,,Chlorides (as total Cl),2590.0,
2026/02/13,Denmark,2019,2.0,Production and processing of metals,2(f),DK.CAED/000098004.FACILITY,MIDTJYDSK FORNIKLING OG FORCHROMNING A/S,Herning,8.932320708357624,56.12642054861472,,Nickel and compounds (as Ni),2.2,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105754.FACILITY,Kredsløb Energianlæg Skanderborg,Skanderborg,9.943225277695278,56.05186236469253,,Arsenic and compounds (as As),0.011,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105754.FACILITY,Kredsløb Energianlæg Skanderborg,Skanderborg,9.943225277695278,56.05186236469253,,Mercury and compounds (as Hg),0.017,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105754.FACILITY,Kredsløb Energianlæg Skanderborg,Skanderborg,9.943225277695278,56.05186236469253,,Zinc and compounds (as Zn),0.066,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,Chlorides (as total Cl),115839.0,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,PCDD + PCDF (dioxins + furans) (as Teq),0.0,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(d),DK.CAED/000104577.FACILITY,Miljøanlæg Ravnshøj,Frederikshavn,10.447359696919843,57.45071755373301,,Arsenic and compounds (as As),2.5,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(d),DK.CAED/000104577.FACILITY,Miljøanlæg Ravnshøj,Frederikshavn,10.447359696919843,57.45071755373301,,Mercury and compounds (as Hg),0.25,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Total nitrogen,14700.0,
2026/02/13,Denmark,2019,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,Copper and compounds (as Cu),11.3,
2026/02/13,Denmark,2019,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,Lead and compounds (as Pb),8.8,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Total phosphorus,58543.0,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000107307.FACILITY,ROYAL UNIBREW A/S Albani Bryggerierne A/S,Odense C,10.397651300649986,55.395963210555806,,Total phosphorus,3543.0,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061903.FACILITY,Arla Foods Amba Esbjerg Mejeri,Esbjerg Ø,8.473855296298131,55.48828351491343,,Total organic carbon(as total C or COD/3) (TOC),396078.0,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000099498.FACILITY,Arla Foods Amba Slagelse Mejericenter,Slagelse,11.32950445080781,55.39713544292277,,Total organic carbon(as total C or COD/3) (TOC),409202.0,
2026/02/13,Denmark,2019,9.0,Other activities,9(c),DK.CAED/000107279.FACILITY,Envases,Odense C,10.367772634187803,55.4103199998339,,Zinc and compounds (as Zn),0.003,
2026/02/13,Denmark,2020,2.0,Production and processing of metals,2(f),DK.CAED/000106635.FACILITY,A/S HAI Horsens,Horsens,9.817063574640583,55.859237088614016,,Chromium and compounds (as Cr),4.5,
2026/02/13,Denmark,2020,4.0,Chemical industry,4(e),DK.CAED/000095001.FACILITY,Novo Nordisk A/S Hagedornsvej,Gentofte,12.515227145137734,55.755492665003054,,Total nitrogen,61.681,
2026/02/13,Denmark,2020,4.0,Chemical industry,4(e),DK.CAED/000110610.FACILITY,Xellia Pharmaceuticals ApS,København S,12.60524866100344,55.66710713738545,,Chlorides (as total Cl),311978.3,
